bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,Model-Based Learning Analytics for a Partnership of Teachers andIntelligent Systems: A Bibliometric Systematic Review,"Pishtari, Gerti and Ley, Tobias and Khalil, Mohammad and Kasepalu, Reetand Tuvi, Iiris",EDUCATION SCIENCES,2023,Web of Science,,13,"This paper presents a bibliometric systematic review on model-based
learning analytics (MbLA), which enable coupling between teachers and
intelligent systems to support the learning process. This is achieved
through systems that make their models of student learning and
instruction transparent to teachers. We use bibliometric network
analysis and topic modelling to explore the synergies between the
related research groups and the main research topics considered in the
42 reviewed papers. Network analysis depicts an early stage community,
made up of several research groups, mainly from the fields of learning
analytics and intelligent tutoring systems, which have had little
explicit and implicit collaboration but do share a common core
literature. Th resulting topics from the topic modelling can be grouped
into the ones related to teacher practices, such as awareness and
reflection, learning orchestration, or assessment frameworks, and the
ones related to the technology used to open up the models to teachers,
such as dashboards or adaptive learning architectures. Moreover, results
show that research in MbLA has taken an individualistic approach to
student learning and instruction, neglecting social aspects and elements
of collaborative learning. To advance research in MbLA, future research
should focus on hybrid teacher-AI approaches that foster the partnership
between teachers and technology to support the learning process, involve
teachers in the development cycle from an early stage, and follow an
interdisciplinary approach.",Review,10.3390/educsci13050498,,"Pishtari, G (Corresponding Author), Danube Univ Krems, Univ Continuing Educ Krems, Dept Continuing Educ Res \& Educ Technol, A-3500 Krems An Der Donau, Austria.Pishtari, Gerti; Ley, Tobias, Danube Univ Krems, Univ Continuing Educ Krems, Dept Continuing Educ Res \& Educ Technol, A-3500 Krems An Der Donau, Austria.Ley, Tobias; Kasepalu, Reet, Tallinn Univ, Sch Educ Sci, EE-10120 Tallinn, Estonia.Khalil, Mohammad, Univ Bergen, Fac Psychol, Ctr Sci Learning \& Technol SLATE, N-5007 Bergen, Norway",,model-based learning analytics; adaptive learning technology;intelligent tutoring systems; dashboards; bibliometric analysis; topicmodelling,MDPI,,English,,"É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,952037037","45589,0850231481",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Learning design and learning analytics in mobile and ubiquitouslearning: A systematic review,"Pishtari, Gerti and Rodriguez-Triana, Maria J. and Sarmiento-Marquez,Edna M. and Perez-Sanagustin, Mar and Ruiz-Calleja, Adolfo and Santos,Patricia and Prieto, Luis P. and Serrano-Iglesias, Sergio and Valjataga,Terje",BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,2020,Web of Science,1078-1100,51,"Mobile and Ubiquitous Learning (m/u-learning) are finding an increasing
adoption in education. They are often distinguished by hybrid learning
environments that encompass elements of formal and informal learning, in
activities that happen in distributed settings (indoors and outdoors),
across physical and virtual spaces. Despite their purported benefits,
these environments imply additional complexity in the design, monitoring
and evaluation of learning activities. The research literature on
learning design (LD) and learning analytics (LA) has started to deal
with these issues. This paper presents a systematic literature review of
LD and LA, in m/u-learning. Apart from providing an overview of the
current research in the field, this review elicits elements of common
ground between both communities, as shown by the similar learning
contexts and complementary research contributions, and based on the
research gaps, proposes to: address m/u-learning beyond higher education
settings, reinforce the connection between physical and virtual learning
spaces, and more systematically align LD and LA processes.",Review,10.1111/bjet.12944,,"Pishtari, G (Corresponding Author), Tallinn Univ, Narva Maantee 25, EE-10120 Tallinn, Estonia.Pishtari, Gerti; Rodriguez-Triana, Maria J., Tallinn Univ, Sch Digital Technol, Tallinn, Estonia.Sarmiento-Marquez, Edna M.; Prieto, Luis P.; Valjataga, Terje, Tallinn Univ, Sch Educ Sci, Tallinn, Estonia.Perez-Sanagustin, Mar, Univ Paul Sabatier Toulouse III, Toulouse, France.Perez-Sanagustin, Mar, Inst Rech Informat Toulouse, Toulouse, France.Perez-Sanagustin, Mar, Pontificia Univ Catolica Chile,",,,WILEY,0007-1013,English,,"É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,952037037","45589,0749768519",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Tools to Support Self-Regulated Learning in Online Environments:Literature Review,"Perez-Alvarez, Ronald and Maldonado-Mahauad, Jorge and Perez-Sanagustin,Mar",,2018,Web of Science,16-30,11082,"Self-regulated learning (SRL) skills are especially important in Massive
Open Online Courses (MOOCs), where teacher guidance is scarce, and
learners must engage in their learning process trying to succeed and
achieve their learning goals. However, developing SRL strategies is
difficult for learners given the autonomy that is required in this kind
of courses. In order to support learners on this process, researchers
have proposed a variety of tools designed to support certain aspects of
self-regulation in online learning environments. Nevertheless, there is
a lack of study to understand what the commonalities and differences in
terms of design are, what the results in terms of the effect on
learners' self-regulation are and which of them could be applied in
MOOCs. Those are the questions that should be further explored. In this
paper we present a systematic literature review where 22 tools designed
to support SRL in online environments were analyzed. Our findings
indicate that: (1) most of the studies do not evaluate the effect on
learners' SRL strategies; (2) the use of interactive visualizations has
a positive effect on learners' motivation; (3) the use of the social
comparison component has a positive effect on engagement and time
management; and (4) there is a lack of models to match learners'
activity with the tools with SRL strategies. Finally, we present the
lessons learned for guiding the community in the implementation of tools
to support SRL strategies in MOOCs.",Proceedings Paper,10.1007/978-3-319-98572-5\_2,,"Pérez-Alvarez, R; Pérez-Sanagustín, M (Corresponding Author), Pontificia Univ Catolica Chile, Dept Comp Sci, Santiago, Chile.Pérez-Alvarez, R (Corresponding Author), Univ Costa Rica, Sede Reg Pacifico, Puntarenas, Costa Rica.Pérez-Sanagustín, M (Corresponding Author), Univ Toulouse III Paul Sabatier, Toulouse, France.Perez-Alvarez, Ronald; Maldonado-Mahauad, Jorge; Perez-Sanagustin, Mar, Pontificia Univ Catolica Chile, Dept Comp Sci, Santiago, Chile.Perez-Alvarez, Ronald, Univ Costa Rica, Se",,Self-Regulated Learning; Tools; System; Online; MOOC; Literature review;Massive Open Online Courses; Dashboard; Learning analytics,SPRINGER INTERNATIONAL PUBLISHING AG,0302-9743,English,"13th European Conference on Technology Enhanced Learning (EC-TEL), UnivLeeds, Leeds, ENGLAND, SEP 03-05, 2018","É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,952037037","45588,9580671296",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,The Promise of Physiological Data in Collaborative Learning: A Systematic Literature Review,"Febriantoro, Wicaksono and Gauthier, Andrea and Cukurova, Mutlu",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2023,Scopus,75 – 88,14200 LNCS,"Collaborative learning is an important approach in education. Researchers are increasingly interested in using physiological data, such as Electrodermal Activity (EDA), as an objective tool to measure bodily reactions during collaborative activities. However, it remains unclear how physiological data can contribute to our understanding, monitoring and support of the collaborative learning process. To address this gap, a Systematic Literature Review (SLR) was conducted, focusing on the contribution of physiological data to collaborative learning, the features of physiological data that correlate with effective outcomes, and interventions designed to support collaboration based on physiological data. The review identified 13 relevant publications that revealed physiological data can indeed be useful for detecting certain aspects of collaboration including students’ cognitive, behavioral, and affective (emotion and motivation) states. Physiological arousal in the form of EDA peaks and physiological synchrony (interdependence or associated activity between individuals’ physiological signals) were the most commonly used features. Surprisingly, only one publication presented a prototype of a learning analytics dashboard that used physiological data to guide student reflections. Furthermore, the review highlights the potential for integrating physiological measures with other data sources, such as speech, eye gaze, and facial expression, to uncover psychophysiological reactions and accompanying social and contextual processes related to collaborative learning. Future research should consider embedding methods for the physiological detection and modeling of learning constructs within explicit, feedback-driven interventions for collaborative learning. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,10.1007/978-3-031-42682-7_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171976075&doi=10.1007%2f978-3-031-42682-7_6&partnerID=40&md5=a0ab4170933a95a0a625f3ef2ce93c5a,,collaborative learning; physiological data,Psychophysiology; Collaborative activities; Collaborative learning; Collaborative learning process; Data-source; Electrodermal activity; Eye-gaze; Physiological data; Physiological measures; Physiological signals; Systematic literature review; Learning systems,Springer Science and Business Media Deutschland GmbH,03029743,English,"Cited by: 3; Conference name: Proceedings of the 18th European Conference on Technology Enhanced Learning, ECTEL 2023; Conference date: 4 September 2023 through 8 September 2023; Conference code: 299989",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,Learning analytics dashboards are increasingly becoming about learning and not just analytics - A systematic review,"Paulsen, Lucas and Lindsay, Euan",Education and Information Technologies,2024,Scopus,14279 – 14308,29,"This systematic review explores the emerging themes in the design and implementation of student-facing learning analytics dashboards in higher education. Learning Analytics has long been criticised for focusing too much on the analytics, and not enough on the learning. The review is then guided by an interest in whether these dashboards are still primarily analytics-driven or if they have become pedagogically informed over time. By mapping the identified themes of technological maturity, informing frameworks, affordances, data sources, and analytical levels over publications per year, the review identifies an emerging trajectory towards student-focused dashboards. These dashboards are informed by theory-oriented frameworks, designed to incorporate affordances that supporting student learning, and realised through integration of more than just activity data from learning management systems – allowing the dashboards to better support students' learnings processes. Based on this emerging trajectory, the review provides a series of design recommendations for student-focused dashboards that are connected to learning sciences as well as analytics. © The Author(s) 2024.",Article,10.1007/s10639-023-12401-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181498996&doi=10.1007%2fs10639-023-12401-4&partnerID=40&md5=016e883f872b0f990c24a6acba972636,,Dashboards; Higher education; Learning analytics; Systematic review; Trajectories,,Springer,13602357,English,"Cited by: 5; All Open Access, Hybrid Gold Open Access",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,"Proceedings of the 16th International Conference on Computer Supported Education, CSEDU 2024",,"International Conference on Computer Supported Education, CSEDU - Proceedings",2024,Scopus,,2,The proceedings contain 158 papers. The topics discussed include: students want to experiment while teachers care more about assessment! exploring how novices and experts engage in course design; exploring the impact of Covid-19 pandemic on the online learning experience of higher education students in Morocco; bridging skills and scenarios: initial steps towards using faded worked examples as personalized exercises in vocational education; the role of privacy and security concerns and trust in online teaching: experiences of higher education students in the kingdom of Saudi Arabia; large language models in civic education on the supervision and risk assessment of public works; on few-shot prompting for controllable question-answer generation in narrative comprehension; adaptation in learning analytics dashboards: a systematic review; analyzing learner strategies in programming using clickstream data; and predicting students’ final exam scores based on their regularity of engagement with pre-class activities in a flipped classroom.,Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193919367&partnerID=40&md5=c320e1020e470f4dc2f052a4e5112c86,,,,"Science and Technology Publications, Lda",21845026,English,"Cited by: 0; Conference name: 16th International Conference on Computer Supported Education, CSEDU 2024; Conference date: 2 May 2024 through 4 May 2024; Conference code: 199597",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,Analytics for Supporting Teaching Success in Higher Education: A Systematic Review,"Ifenthaler, Dirk and Yau, Jane Yin-Kim","IEEE Global Engineering Education Conference, EDUCON",2022,Scopus,1721 – 1727,2022-March,"Learning analytics are utilized to support learners' educational needs as well as to enhance their study success, for example, via the use of real-time prompts, motivational dashboards, and appropriate learning interventions, which have been shown to increase students' academic performance as well as their course retention rates. Yet, the perspective of higher education teachers in utilizing analytics to help analyze, reflect on, and improve their teaching design prior to delivery as well as to monitor and measure how the students engaged with their learning processes has been less recognized. In this paper, we present the results of a systematic review conducted from higher education teachers' perspective concerning how analytics can be deployed to adapt the curriculum to suit better students' educational needs in order to increase their study success. Thirty-five key studies were identified showing that analytics have been successful in influencing positively study success via teachers' academic curriculum intervention. Specifically, via analytics, higher education teachers could rapidly visualize common course pathways and identify any difficulties students experienced in real-time in order to increase their learning experiences and outcomes. © 2022 IEEE.",Conference paper,10.1109/EDUCON52537.2022.9766734,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130446295&doi=10.1109%2fEDUCON52537.2022.9766734&partnerID=40&md5=261e8e9c480e549bba046ae967d49cec,,higher education; learning analytics; systematic review; teacher,Curricula; Teaching; Academic performance; Education teachers; Educational needs; High educations; Learning analytic; Real- time; Retention rate; Systematic Review; Teachers'; Teaching designs; Students,IEEE Computer Society,21659559,English,"Cited by: 4; Conference name: 13th IEEE Global Engineering Education Conference, EDUCON 2022; Conference date: 28 March 2022 through 31 March 2022; Conference code: 179170",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,Use of Predictive Analytics within Learning Analytics Dashboards: A Review of Case Studies,"Ramaswami, Gomathy and Susnjak, Teo and Mathrani, Anuradha and Umer, Rahila","Technology, Knowledge and Learning",2023,Scopus,959 – 980,28,"Learning analytics dashboards (LADs) provide educators and students with a comprehensive snapshot of the learning domain. Visualizations showcasing student learning behavioral patterns can help students gain greater self-awareness of their learning progression, and at the same time assist educators in identifying those students who may be facing learning difficulties. While LADs have gained popularity, existing LADs are still far behind when it comes to employing predictive analytics into their designs. Our systematic literature review has revealed limitations in the utilization of predictive analytics tools among existing LADs. We find that studies leveraging predictive analytics only go as far as identifying the at-risk students and do not employ model interpretation or explainability capabilities. This limits the ability of LADs to offer data-driven prescriptive advice to students that can offer them guidance on appropriate learning adjustments. Further, published studies have mostly described LADs that are still at prototype stages; hence, robust evaluations of how LADs affect student outcomes have not yet been conducted. The evaluations until now are limited to LAD functionalities and usability rather than their effectiveness as a pedagogical treatment. We conclude by making recommendations for the design of advanced dashboards that more fully take advantage of machine learning technologies, while using suitable visualizations to project only relevant information. Finally, we stress the importance of developing dashboards that are ultimately evaluated for their effectiveness. © 2022, The Author(s).",Article,10.1007/s10758-022-09613-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137037645&doi=10.1007%2fs10758-022-09613-x&partnerID=40&md5=8327c52c6e1d44af400d554cc6003d75,,Early warning system; Learning analytics dashboard; Student feedback system; Systematic review,Learning systems; Students; Visualization; Behavioral patterns; Case-studies; Early Warning System; Feedback systems; Learning analytic dashboard; Self awareness; Student feedback; Student feedback system; Student learning; Systematic Review; Predictive analytics,Springer Science and Business Media B.V.,22111662,English,"Cited by: 11; All Open Access, Hybrid Gold Open Access",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,Investigating Learning Dashboards Adaptation,"Barbé, Rémi and Encelle, Benoît and Sehaba, Karim",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024,Scopus,34 – 48,15159 LNCS,"Although there is a growing number of learning analytics dashboards (LADs), they often fail to improve learning and learners’ awareness due to their lack of adaptation capabilities. This paper presents a systematic review that follows the PRISMA statement and analyzes the adaptation features of LADs and their potential effects on learning. 24 of the 462 articles retrieved were scrutinized using an analysis framework centered on adaptation. The main finding is that there is more evidence of adaptable LADs than adaptive LADs, suggesting that adaptivity is worth exploring. The results mainly highlight 3 common LADs adaptable capabilities - most of which offer data exploration features - and 2 adaptive ones that change or refresh indicators on dashboards. Only a few articles investigate the adaptation of indicator visualizations or organization on dashboards. Currently, there is no work on the use of advanced computing techniques such as machine learning for LADs adaptation. Additionally, only 5 articles provide some evidence of dashboards adaptation features evaluation. As a result, a preliminary research agenda on LADs adaptation is suggested for enhancing LADs adoption and utility. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Conference paper,10.1007/978-3-031-72315-5_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205111148&doi=10.1007%2f978-3-031-72315-5_3&partnerID=40&md5=8ccfeed1b8d2675445a8eb2205cb6a63,,Adaptation; Learning Analytics Dashboards; Learning Indicators; Systematic Review,Contrastive Learning; Federated learning; Adaptation; Adaptive learning; Adaptivity; Analysis frameworks; Computing techniques; Data exploration; Learning analytic dashboard; Learning indicator; Potential effects; Systematic Review; Adversarial machine learning,Springer Science and Business Media Deutschland GmbH,03029743,English,"Cited by: 0; Conference name: 19th European Conference on Technology Enhanced Learning, EC-TEL 2024; Conference date: 16 September 2024 through 20 September 2024; Conference code: 319189",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,"7th International Conference on Learning and Collaboration Technologies, LCT 2020, held as part of the 22nd International Conference on Human-Computer Interaction, HCII 2020",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2020,Scopus,,12205 LNCS,The proceedings contain 86 papers. The special focus in this conference is on Learning and Collaboration Technologies. The topics include: Reflective Journaling: A Theoretical Model and Digital Prototype for Developing Resilience and Creativity; prototyping a Touch-Optimized Modeling Tool for Co-located and Inverted Classroom Group Modeling Scenarios; evaluating Portable Touch Projectors in the Context of Digital Education; STEAM-X: An Exploratory Study Adding Interactive Physical Activity to the STEAM Model; usability Testing of a Digital Competence Assessment and Certification System; designing ‘Embodied’ Science Learning Experiences for Young Children; impact of Constant Work on the Students’ Academic Performance; Learning Analytics and MOOCs; on the Design of a Teachers’ Dashboard: Requirements and Insights; evaluation of the Virtual Mobility Learning Hub; mudpoint: Evaluating Instructor Perception on a Continuous and Non-specific Feedback System; characterization of Learners from Their Learning Activities on a Smart Learning Platform; AI-Driven Assessment of Students: Current Uses and Research Trends; generating Dashboards Using Fine-Grained Components: A Case Study for a PhD Programme; learning Analytics and Spelling Acquisition in German – The Path to Individualization in Learning; Building Student Interactions Outside the Classroom: Utilizing a Web-Based Application in a University Flipped Learning Course for EFL Learners; the Impact of Corpus Linguistics on Language Teaching in Russia’s Educational Context: Systematic Literature Review; framework of Manga Application for Teaching Japanese Language; Individualized Differentiated Spelling with Blogs - Implementing and Individualizing (IDeRBlog ii): An Example of a Learning Analytics Platform for the Text-Based Acquisition of Spelling Skills of Students in German.,Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089160143&partnerID=40&md5=0b4403462778b0052a8720eb0ddf2c06,,,,Springer,03029743,English,"Cited by: 0; Conference name: 7th International Conference on Learning and Collaboration Technologies, LCT 2020, held as part of the 22nd International Conference on Human-Computer Interaction, HCII 2020; Conference date: 19 July 2020 through 24 July 2020; Conference code: 242339",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,Perceiving learning at a glance: A systematic literature review of learning dashboard research,"Schwendimann, Beat A. and Rodriguez-Triana, Maria Jesus and Vozniuk, Andrii and Prieto, Luis P. and Boroujeni, Mina Shirvani and Holzer, Adrian and Gillet, Denis and Dillenbourg, Pierre",IEEE Transactions on Learning Technologies,2017,Scopus,30 – 41,10,"This paper presents a systematic literature review of the state-of-the-art of research on learning dashboards in the fields of Learning Analytics and Educational Data Mining. Research on learning dashboards aims to identify what data is meaningful to different stakeholders and how data can be presented to support sense-making processes. Learning dashboards are becoming popular due to the increased use of educational technologies, such as Learning Management Systems (LMS) and Massive Open Online Courses (MOOCs). The initial search of five main academic databases and GScholar resulted in 346 papers out of which 55 papers were included in the final analysis. Our review distinguishes different kinds of research studies as well as various aspects of learning dashboards and their maturity regarding evaluation. As the research field is still relatively young, most studies are exploratory and proof-of-concept. The review concludes by offering a definition for learning dashboards and by outlining open issues and future lines of work in the area of learning dashboards. There is a need for longitudinal research in authentic settings and studies that systematically compare different dashboard designs. © 2008-2011 IEEE.",Review,10.1109/TLT.2016.2599522,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017624978&doi=10.1109%2fTLT.2016.2599522&partnerID=40&md5=9710190a28a5f0a2b673680e6f968c1c,,dashboards; educational data mining; information visualization; Learning analytics; systematic review,Data visualization; Education; Enterprise resource planning; Information systems; Online systems; dashboards; Educational data mining; Information visualization; Learning analytics; Systematic Review; Data mining,Institute of Electrical and Electronics Engineers,19391382,English,Cited by: 364,,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,A Systematic Review on Student-Facing Learning Analytics Dashboards: Reference Frames and Indicators,"Kew, Si Na and Koh, Elizabeth and Choo, Zi Luan and Jonathan, Christin Rekha","Proceedings - 2024 6th International Conference on Computer Science and Technologies in Education, CSTE 2024",2024,Scopus,45 – 50,,"As the integration of technology in education undergoes continuous development, Learning Analytics Dashboards (LADs) have become vital tools for both instructors and learners, facilitating the monitoring and optimization of the learning experience. Student-facing LADs have been designed with various reference frames which enable various feedback, comparisons and reflection. However, there has been limited examination of the reference frames and their indicators employed in student-facing LADs as well as its evaluation. This research aims to address this gap by conducting a systematic literature review using PRISMA to synthesize existing literature to identify and offer insights on reference frames and key indicators used in student-facing LADs. We identified 42 articles and analyzed that social reference frames as compared to progress reference frames are commonly employed in LADs. Key indicators include class performance average, class performance mean, average performance of the class, etc. These insights contribute to the ongoing development and best practices of LAD design. The knowledge and findings can help educators, researchers, system designers and policymakers decide how best to incorporate these tools into educational settings.  © 2024 IEEE.",Conference paper,10.1109/CSTE62025.2024.00015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199983737&doi=10.1109%2fCSTE62025.2024.00015&partnerID=40&md5=670b7f743cf5ea1f74b3fb235d6ec0cf,,indicators; learning analytics dashboard; PRISMA; reference frame; systematic literature review,Petroleum reservoir evaluation; Students; Continuous development; Development Learning; Key indicator; Learning analytic dashboard; Performance; PRISMA; Reference frame; Systematic literature review; Systematic Review; Technology in educations; Facings,Institute of Electrical and Electronics Engineers Inc.,,English,"Cited by: 0; Conference name: 6th International Conference on Computer Science and Technologies in Education, CSTE 2024; Conference date: 19 April 2024 through 21 April 2024; Conference code: 201142",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,"A checklist to guide the planning, designing, implementation, and evaluation of learning analytics dashboards","Kaliisa, Rogers and Jivet, Ioana and Prinsloo, Paul",International Journal of Educational Technology in Higher Education,2023,Scopus,,20,"Higher education institutions are moving to design and implement teacher-facing learning analytics (LA) dashboards with the hope that instructors can extract deep insights about student learning and make informed decisions to improve their teaching. While much attention has been paid to developing teacher-facing dashboards, less is known about how they are designed, implemented and evaluated. This paper presents a systematic literature review of existing studies reporting on teacher-facing LA dashboards. Out of the 1968 articles retrieved from several databases, 50 articles were included in the final analysis. Guided by several frameworks, articles were coded based on the following dimensions: purpose, theoretical grounding, stakeholder involvement, ethics and privacy, design, implementation, and evaluation criteria. The findings show that most dashboards are designed to increase teachers’ awareness but with limited actionable insights to allow intervention. Moreover, while teachers are involved in the design process, this is mainly at the exploratory/problem definition stage, with little input beyond this stage. Most dashboards were prescriptive, less customisable, and implicit about the theoretical constructs behind their designs. In addition, dashboards are deployed at prototype and pilot stages, and the evaluation is dominated by self-reports and users’ reactions with limited focus on changes to teaching and learning. Besides, only one study considered privacy as a design requirement. Based on the findings of the study and synthesis of existing literature, we propose a four-dimensional checklist for planning, designing, implementing and evaluating LA dashboards. © 2023, The Author(s).",Review,10.1186/s41239-023-00394-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158003907&doi=10.1186%2fs41239-023-00394-6&partnerID=40&md5=106b2f915d5f20a8a0304cccc10e6753,,Dashboard evaluation; Learning analytics; Systematic review; Teacher-facing dashboards,,Springer Science and Business Media Deutschland GmbH,23659440,English,"Cited by: 16; All Open Access, Gold Open Access",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,Understanding learning at a glance: An overview of learning dashboard studies,"Schwendimann, Beat A. and Rodríguez-Triana, María Jesús and Vozniuk, Andrii and Prieto, Luis P. and Boroujeni, Mina Shirvani and Holzer, Adrian and Gillet, Denis and Dillenbourg, Pierre",ACM International Conference Proceeding Series,2016,Scopus,532 – 533,25-29-April-2016,"Research on learning dashboards aims to identify what data is meaningful to different stakeholders in education, and how data can be presented to support sense-making processes. This paper summarizes the main outcomes of a systematic literature review on learning dashboards, in the fields of Learning Analytics and Educational Data Mining. The query was run in five main academic databases and enriched with papers coming from GScholar, resulting in 346 papers out of which 55 were included in the fnal analysis. Our review distinguishes different kinds of research studies as well as different aspects of learning dashboards and their maturity in terms of evaluation. As the research field is still relatively young, many of the studies are exploratory and proof-of-concept. Among the main open issues and future lines of work in the area of learning dashboards, we identify the need for longitudinal research in authentic settings, as well as studies that systematically compare different dash-board design options. © 2016 Copyright held by the owner/author(s).",Conference paper,10.1145/2883851.2883930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976507952&doi=10.1145%2f2883851.2883930&partnerID=40&md5=e854df569b89228218dd94170219b420,,Dashboards; Educational data mining; Information VI- sualization; Learning analytics; Systematic reVIew,Education; Enterprise resource planning; Dashboards; Educational data mining; Information VI- sualization; Learning analytics; Systematic Review; Data mining,Association for Computing Machinery,,English,"Cited by: 41; Conference name: 6th International Conference on Learning Analytics and Knowledge, LAK 2016; Conference date: 25 April 2016 through 29 April 2016; Conference code: 121386; All Open Access, Green Open Access",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
,Awareness is not enough: Pitfalls of learning analytics dashboards in the educational practice,"Jivet, Ioana and Scheffel, Maren and Drachsler, Hendrik and Specht, Marcus",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2017,Scopus,82 – 96,10474 LNCS,"It has been long argued that learning analytics has the potential to act as a “middle space” between the learning sciences and data analytics, creating technical possibilities for exploring the vast amount of data generated in online learning environments. One common learning analytics intervention is the learning dashboard, a support tool for teachers and learners alike that allows them to gain insight into the learning process. Although several related works have scrutinised the state-of-the-art in the field of learning dashboards, none have addressed the theoretical foundation that should inform the design of such interventions. In this systematic literature review, we analyse the extent to which theories and models from learning sciences have been integrated into the development of learning dashboards aimed at learners. Our critical examination reveals the most common educational concepts and the context in which they have been applied. We find evidence that current designs foster competition between learners rather than knowledge mastery, offering misguided frames of reference for comparison. © Springer International Publishing AG 2017.",Conference paper,10.1007/978-3-319-66610-5_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029587668&doi=10.1007%2f978-3-319-66610-5_7&partnerID=40&md5=520f0178139e3ade3fff9a41e75465d7,,Competition; Learning analytics; Learning dashboards; Learning science; Learning theory; Social comparison; Systematic review,Competition; Computer aided instruction; E-learning; Learning systems; Teaching; Learning analytics; Learning dashboards; Learning science; Learning Theory; Social comparison; Systematic Review; Education,Springer Verlag,03029743,English,"Cited by: 149; Conference name: 12th European Conference on Technology Enhanced Learning, EC-TEL 2017; Conference date: 12 September 2017 through 15 September 2017; Conference code: 197899",,"45588,9519212963","45588,9519212963",thiagogomesverissimo,,Duplicated,
