Name,Scores,Questions,link,title,cc
,,,http://books.uc.pt/book?book=1202,Plutarco. Como deve o jovem ouvir os poetas?,1.0
,,,http://books.uc.pt/book?book=1204,Resistência Patriótica e Revolução Liberal 1808-1820,1.0
,,,http://books.uc.pt/book?book=1198,A Oficina de Camões: Apontamentos sobre Os Lusíadas,1.0
,,,http://books.uc.pt/book?book=1196,A Razão Bem Temperada: Do Princípio do Gosto em Filosofia e outros Ensaios Kantianos,1.0
,,,http://books.uc.pt/book?book=1194,"Edificar a Igreja, consolidar o império: A Universidade de Coimbra e os bispos do Brasil (1676 - ca. 1773)",1.0
,,,http://books.uc.pt/book?book=1195,Ser Clássico no Brasil: Apropriações Literárias no Modernismo e Pós,1.0
,,,http://books.uc.pt/book?book=1188,1655 Escala em Coimbra: Um jovem jesuíta entre o Ocidente e o Oriente,1.0
,,,http://books.uc.pt/book?book=1192,Bullying. Impactos na Educação: O que sabemos a respeito  da Sobredotação?,1.0
,,,http://books.uc.pt/book?book=1191,Pausânias. Descrição da Grécia: Livro I,1.0
,,,http://books.uc.pt/book?book=1251,"Repensar Portugal, a Europa e a Globalização: Saber Padre Manuel Antunes, SJ – 100 Anos",1.0
,,,http://books.uc.pt/book?book=1193,Terrorismo : Legislação Comentada – textos doutrinais,1.0
,,,http://books.uc.pt/book?book=1189,Vida da Faculdade de Letras 2020-2021,1.0
,,,http://books.uc.pt/book?book=1250,"Vieira, Místico da Ação Global",1.0
,,,http://books.uc.pt/book?book=1190,"História, Empresas, Arqueologia Industrial e Museologia",1.0
,,,http://books.uc.pt/book?book=1185,Magia e Superstição no Mediterrâneo Antigo,1.0
,,,http://books.uc.pt/book?book=1186,Relatório de Avaliação das Parcerias Erasmus 2014-2019,1.0
,,,http://books.uc.pt/book?book=1187,Temas de história contemporânea,1.0
,,,http://books.uc.pt/book?book=1180,A Ilíada Latina,1.0
,,,http://books.uc.pt/book?book=1182,A Investigação e a Escrita: Publicar sem Perecer,1.0
,,,http://books.uc.pt/book?book=1183,O Jornalismo e a História: Homenagem a Isabel Nobre Vargues,1.0
,,,http://books.uc.pt/book?book=1181,Vidas Paralelas. Címon e Luculo,1.0
,,,http://books.uc.pt/book?book=1178,A UC e a Transferência de Conhecimento e Tecnologia no contexto histórico,1.0
,,,http://books.uc.pt/book?book=1179,Conimbriga Diripitur: Aspetos das ocupações tardias de uma antiga cidade romana,1.0
,,,http://books.uc.pt/book?book=1176,Cura Psicossomática e Cura Política em Platão,0.0
,,,http://books.uc.pt/book?book=1175,"Experiência, saúde, cronicidade: um olhar socioantropológico",0.0
,,,http://books.uc.pt/book?book=1218,Manifesto a Crioulização,1.0
,,,http://books.uc.pt/book?book=1177,Manual de Comunicação Clínica,0.0
,,,http://books.uc.pt/book?book=1172,Limites e Limiares: contributos para pensar a sociedade complexa,1.0
,,,http://books.uc.pt/book?book=1171,Reinventar o social: movimentos e narrativas de resistência nas Américas,1.0
,,,http://books.uc.pt/book?book=1170,Vida da Faculdade de Letras 2018-2019,1.0
,,,http://books.uc.pt/book?book=1169,Vida da Faculdade de Letras 2019-2020,1.0
,,,http://books.uc.pt/book?book=1166,Design de Serviços: Atividades e modelos,1.0
,,,http://books.uc.pt/book?book=1174,Diálogos Multidisciplinares: investigação em perspetiva,1.0
,,,http://books.uc.pt/book?book=1168,1876-1952: Lourenço Chaves de Almeida: Mestre Ferreiro de Arte Vida e Obra,1.0
,,,http://books.uc.pt/book?book=1162,Cadernos do Ceis 20 N.º 28: Ver mais longe: Dois pequenos ensaios sobre Ciência,1.0
,,,http://books.uc.pt/book?book=1161,"Excellence in Teaching and Learning in Higher Education: Institutional policies, research and practices in Europe",1.0
,,,http://books.uc.pt/book?book=1173,Intervenções e Mediações com Idosos,1.0
,,,http://books.uc.pt/book?book=1167,La gestión de intangibles en el espacio iberoamericano: Construcción de marcas responsables y sostenibles en la economía de la reputación ,1.0
,,,http://books.uc.pt/book?book=1163,Livros que respiram: pensamento ecológico e solidariedade nas literaturas em português,1.0
,,,http://books.uc.pt/book?book=1164,"Passado, Presente e Futuro dos Direitos Humanos : Após as Comemorações dos 70 Anos da Declaração Universal dos Direitos Humanos 1948 - 2018",1.0
,,,http://books.uc.pt/book?book=1219,Dez Mitos sobre os Judeus ,1.0
,,,http://books.uc.pt/book?book=1220,Há vila além da Costa. Urbanidade(s) em Cabo Verde no século XIX,0.0
,,,http://books.uc.pt/book?book=1165,Serviços ecossistêmicos e direito: delineamentos para uma teoria jurídica geral e uma tipologia,1.0
,,,http://books.uc.pt/book?book=1242,"Utopia Global do Espírito Santo: Cultura, Cultos e Inspirações Utópicas Vol. I",1.0
,,,http://books.uc.pt/book?book=1243,Utopia Global do Espírito Santo: Expressões Regionais e Projeções Globais Vol. II,1.0
,,,http://books.uc.pt/book?book=1244,"Utopia Global do Espírito Santo: Santidade, Instituições e Património Vol. III",1.0
,,,http://books.uc.pt/book?book=1154,"Geografia, Turismo e Território: Homenagem à Professora Fernanda Delgado Cravidão",1.0
,,,http://books.uc.pt/book?book=1160,Sertões e Outros Mundos,1.0
,,,http://books.uc.pt/book?book=1159,"Testemunho, Atestação e Conflito: Balizas da Antropologia Hermenêutica de Paul Ricœur",1.0
,,,http://books.uc.pt/book?book=1145,A fabricação de Alexandre Magno: habilidade política e genialidade militar nas fontes antigas (336-331 AEC),1.0
,,,http://books.uc.pt/book?book=1153,A Poética Calimaquiana e sua Influência na Poesia Epigramática,1.0
,,,http://books.uc.pt/book?book=1143,Cancro da Cabeça e Pescoço: Aspectos Particulares do Cancro Oral,1.0
,,,http://books.uc.pt/book?book=1149,Cultura e Sociedade na Europa pós 1945 ,1.0
,,,http://books.uc.pt/book?book=1142,D. Francisco de Azevedo e Ataíde: Subsídios para a sua biografia,1.0
,,,http://books.uc.pt/book?book=1184,Estudos sobre os Descobrimentos e a Expansão Portuguesa: Volume III,1.0
,,,http://books.uc.pt/book?book=1152,"História da Ciência no Ensino. Revisitando Abordagens,  Inovando Saberes",1.0
,,,http://books.uc.pt/book?book=1151,Mesa dos Sentidos & Sentidos da Mesa: Vol. II,1.0
,,,http://books.uc.pt/book?book=1146,Políticas e dinâmicas educativas,1.0
,,,http://books.uc.pt/book?book=1147,Retórica e Poética,1.0
,,,http://books.uc.pt/book?book=1155,Uma Campa é um Buraco Difícil de Tapar: e outros textos,1.0
,,,http://books.uc.pt/book?book=1144,Walking & Cycling. Uma Nova Geografia do Turismo,1.0
,,,http://books.uc.pt/book?book=1140,A coleção numismática do Museu Nacional de Machado de Castro,1.0
,,,http://books.uc.pt/book?book=1139,"Apolónio de Rodes. Argonáutica, Livros I e II. Estudo Introdutório, Tradução e Notas",1.0
,,,http://books.uc.pt/book?book=1141,"História Augusta. Vol. II: Vidas de Hélvio Pertinaz, Dídio Juliano, Severo, Pescénio Nigro, Clódio Albino, Antonino Caracala, Antonino Geta, Opílio Macrino, Diadúmeno Antonino, Antonino Heliogábalo",1.0
,,,http://books.uc.pt/book?book=1136,Mesa dos Sentidos & Sentidos da Mesa: Vol. I,1.0
,,,http://books.uc.pt/book?book=1107,Antologia Grega. Epigramas de Banquete e Burlescos: (Livro XI),1.0
,,,http://books.uc.pt/book?book=1122,Áreas protegidas e gestão territorial: O caso da Serra da Lousã,1.0
,,,http://books.uc.pt/book?book=1127,O príncipe ideal no século XVI e a obra de D. Jerónimo Osório,1.0
,,,http://books.uc.pt/book?book=1101,Plutarco. Vidas Paralelas: Aristides e Catão Censor,1.0
,,,http://books.uc.pt/book?book=1124,"Sob a lente da Ciência Aberta: Olhares de Portugal, Espanha e Brasil",1.0
,,,http://books.uc.pt/book?book=1115,Corps ému / Corpo Abalado: ENSAIOS DE FILOSOFIA BIRANIANA,1.0
,,,http://books.uc.pt/book?book=1150,Correspondência - Carolina Michaëlis de Vasconcelos e Ricardo Jorge,1.0
,,,http://books.uc.pt/book?book=1137,"Direitos Humanos: novas abordagens, velhos desafios",1.0
,,,http://books.uc.pt/book?book=1128,O Curso Aristotélico Jesuíta Conimbricense. Tomo III: De Caelo - Parte I,1.0
,,,http://books.uc.pt/book?book=1117,O Discurso Inaugural do Real Colégio dos Nobres (1766),1.0
,,,http://books.uc.pt/book?book=1121,"A Europa, O Ocidente e o Mar",1.0
,,,http://books.uc.pt/book?book=1126,Um Fígado Equilibrado é Meio Caminho Andado!,1.0
,,,http://books.uc.pt/book?book=1199,CREATOUR: Catalisando o turismo criativo em cidades de pequena dimensão e em áreas rurais,1.0
,,,http://books.uc.pt/book?book=1148,Do Manuscrito ao Livro Impresso II,1.0
,,,http://books.uc.pt/book?book=1131,Eine gesunde Leber – nicht nur was für Streber,1.0
,,,http://books.uc.pt/book?book=1156,Gigantes em cena,1.0
,,,http://books.uc.pt/book?book=1157,"Instituição  da Gramática ampliada e explicada por António Velez. Tomo I: Morfologia I: paradigmas do nome, pronome e verbo. Rudimentos ou princípios básicos das oito partes da oração.",1.0
,,,http://books.uc.pt/book?book=1158,Instituição  da Gramática ampliada e explicada por António Velez. Tomo II: Morfologia II: género dos nomes. Sobre a declinação dos nomes. analogia e anomalia. Pretéritos e supinos,1.0
,,,http://books.uc.pt/book?book=1116,Jurisprudencialismo e Idiomas Vizinhos: Diálogos com Castanheira Neves,1.0
,,,http://books.uc.pt/book?book=1133,"La prochaine fois, pensez à ton foie!",1.0
,,,http://books.uc.pt/book?book=1119,Mundo Ibero-Americano: Entre a Tradição e a Modernidade,1.0
,,,http://books.uc.pt/book?book=1123,O Património Defensivo De Goa 1510-1660,1.0
,,,http://books.uc.pt/book?book=1130,Sigues metge del teu propi fetge!,1.0
,,,http://books.uc.pt/book?book=1125,Um Fígado Equilibrado é Meio Caminho Andado!,1.0
,,,http://books.uc.pt/book?book=1132,Un Fegato Sano Ti Porta Lontano!,1.0
,,,http://books.uc.pt/book?book=1120,Utopia Cidadã,1.0
,,,http://books.uc.pt/book?book=1118,Vinte Meses de Inferno: O meu Reitorado na Universidade de Coimbra (1970-1971),1.0
,,,http://books.uc.pt/book?book=1135,Zdravá játra vždy splní své povinnosti!,1.0
,,,http://books.uc.pt/book?book=1134,Zdrowa wątroba przy długim życiu Cię zachowa!,1.0
,,,http://books.uc.pt/book?book=1129,¡Un Hígado Equilibrado Es Medio Camino Andado!,1.0
,,,http://books.uc.pt/book?book=1114,A supervisão pedagógica no século XXI: desafios da profissionalidade docente,1.0
,,,http://books.uc.pt/book?book=1104,Categorias existenciais. Fim – sentido - ipseidade,1.0
,,,http://books.uc.pt/book?book=1106,Lições de Direito Administrativo,1.0
,,,http://books.uc.pt/book?book=1109,O Mundo Clássico e a universalidade dos seus valores: Homenagem a Nair de Nazaré Castro Soares - Volume I,1.0
,,,http://books.uc.pt/book?book=1110,O Mundo Clássico e a universalidade dos seus valores: Homenagem a Nair de Nazaré Castro Soares - Volume II,1.0
,,,http://books.uc.pt/book?book=1108,Plínio Salgado (1895-1975). Fascismo e autoritarismo no Brasil do Século XX,1.0
,,,http://books.uc.pt/book?book=1102,Bernardino António Gomes (1768-1823): a quina e o isolamento da cinchonina,1.0
,,,http://books.uc.pt/book?book=1094,Conciones ex historicis excerptae. Nuevos estudios sobre las antologías de discursos historiográficos,1.0
,,,http://books.uc.pt/book?book=1095,"Do tratamento à organização da informação: reflexões sobre concepções, perspectivas e tendências",1.0
,,,http://books.uc.pt/book?book=1105,Estátuas na religião romana,1.0
,,,http://books.uc.pt/book?book=1093,Obras de Maria Helena da Rocha Pereira: latim medieval e renascentista - Volume VII,1.0
,,,http://books.uc.pt/book?book=1100,Teofrasto. Causas das plantas,1.0
,,,http://books.uc.pt/book?book=1103,Textos de Finanças Públicas,1.0
,,,http://books.uc.pt/book?book=1092,Análise dos Media,1.0
,,,http://books.uc.pt/book?book=1090,Brasil e Portugal. Ditaduras e transições para a democracia,0.0
,,,http://books.uc.pt/book?book=1089,Contos Escolhidos,1.0
,,,http://books.uc.pt/book?book=1096,Fundo Bibliográfico Antigo da Faculdade de Medicina da Universidade de Coimbra: séc. XV-XVIII,1.0
,,,http://books.uc.pt/book?book=1091,"Visto de Coimbra, O Colégio de Jesus entre Portugal e o Mundo",1.0
,,,http://books.uc.pt/book?book=1086,Ciência da Informação: visões e tendências,1.0
,,,http://books.uc.pt/book?book=1088,Emerging Topics in Management Studies,1.0
,,,http://books.uc.pt/book?book=1085,Migrações e Exílios no Mundo Contemporâneo,1.0
,,,http://books.uc.pt/book?book=1087,Obras Públicas no Estado Novo,1.0
,,,http://books.uc.pt/book?book=1074,Cruzamentos Representados: Imagologia e Figurações da Alteridade ,1.0
,,,http://books.uc.pt/book?book=1078,Eis que o teu Rei vem a ti. Arqueologia e Arquétipos da Cerimónia de Entrada Episcopal em Portugal e no Império Português (Séculos XVI-XVIII),1.0
,,,http://books.uc.pt/book?book=1081,Eratóstenes. Constelações do Zodíaco,1.0
,,,http://books.uc.pt/book?book=1073,Folias Mitocondriais: Uma Breve Viagem Sobre a Energia da Vida,1.0
,,,http://books.uc.pt/book?book=1077,G. W. Leibniz. Novo Sistema da Natureza: Princípios da Natureza e da Graça,1.0
,,,http://books.uc.pt/book?book=1043,Galeno de Pérgamo. As faculdades dos alimentos. Livro I,1.0
,,,http://books.uc.pt/book?book=1080,"Isabel, Rainha e Santa. Pervivência de um culto centenário",1.0
,,,http://books.uc.pt/book?book=1075,Jornais Diários Portugueses do Século XX – um dicionário,1.0
,,,http://books.uc.pt/book?book=1082,O Curso Aristotélico Jesuíta Conimbricense. Tomo II: Ethica,1.0
,,,http://books.uc.pt/book?book=1079,Plato’s Gorgias - Labyrinth and Threads,1.0
,,,http://books.uc.pt/book?book=1083,Práticas de Arquivo em Artes Performativas,1.0
,,,http://books.uc.pt/book?book=1076,Rediscovering the Alcibiades Major,1.0
,,,http://books.uc.pt/book?book=1084,Revisiting Plato’s Parmenides,1.0
,,,http://books.uc.pt/book?book=1072,A Multidimensionalidade da Paz: Dinâmicas de Política Internacional e Resolução de Conflitos,1.0
,,,http://books.uc.pt/book?book=1063,A Psiquiatria em Portugal nas primeiras décadas do século XX: Protagonistas,1.0
,,,http://books.uc.pt/book?book=1066,A Química: o primeiro século na Universidade de Coimbra e o progresso desta ciência,1.0
,,,http://books.uc.pt/book?book=1058,The Ordeals of Interpretation,1.0
,,,http://books.uc.pt/book?book=1061,D. Jerónimo Osório. Opera Omnia. Tomo IV. Paráfrase aos Salmos,1.0
,,,http://books.uc.pt/book?book=1064,Fragmentos de Aristófanes,1.0
,,,http://books.uc.pt/book?book=1071,"Francisco Suárez: Metafísica, Política e Ética",1.0
,,,http://books.uc.pt/book?book=1067,José Saramago. 20 anos com o Prémio Nobel,1.0
,,,http://books.uc.pt/book?book=1069,"Media, informação e literacia: rumos e perspetivas",1.0
,,,http://books.uc.pt/book?book=1062,Obras de Maria Helena da Rocha Pereira: Estudos sobre Língua e Literatura Portuguesas - Volume IX,1.0
,,,http://books.uc.pt/book?book=1057,"Opera Omnia. Tomo II. Manuel Pimenta, S. J.",1.0
,,,http://books.uc.pt/book?book=1070,Psiquiatria Social e Cultural: diálogos e convergência,1.0
,,,http://books.uc.pt/book?book=1060,Serviço Nacional de Saúde. SNS. 30 Anos de Resistência,1.0
,,,http://books.uc.pt/book?book=1068,Socio-Emotional Development and Creativity of Gifted Students,1.0
,,,http://books.uc.pt/book?book=1065,Territórios de Cuidado: Protagonismo e pluralidade na velhice,1.0
