id,created_at,updated_at,autorizado_em,file_id
55,2021-10-19 15:20:39.000,2021-10-20 10:32:55.000,2021-10-20 10:32:55.000,2933
56,2021-10-20 09:41:07.000,2021-10-20 10:32:58.000,2021-10-20 10:32:58.000,2851
57,2021-10-20 09:58:48.000,2021-10-20 10:32:53.000,2021-10-20 10:32:53.000,2933
58,2021-10-20 14:44:59.000,2021-10-20 14:51:58.000,2021-10-20 14:51:58.000,2732
59,2021-10-20 14:59:58.000,2021-10-20 16:07:58.000,2021-10-20 16:07:58.000,2667
60,2021-10-20 15:55:40.000,2021-10-20 16:08:01.000,2021-10-20 16:08:00.000,340
61,2021-10-21 21:38:52.000,2021-10-22 09:51:37.000,2021-10-22 09:51:37.000,2708
62,2021-10-22 11:00:42.000,2021-10-22 11:22:03.000,2021-10-22 11:22:03.000,2338
63,2021-10-22 21:40:34.000,2021-10-23 14:05:31.000,2021-10-23 14:05:31.000,2964
64,2021-10-22 22:04:26.000,2021-10-23 14:05:34.000,2021-10-23 14:05:34.000,2895
65,2021-10-23 21:09:01.000,2021-10-24 12:34:33.000,2021-10-24 12:34:33.000,2741
66,2021-10-25 10:03:04.000,2021-10-25 10:42:22.000,2021-10-25 10:42:22.000,2933
67,2021-10-25 11:14:35.000,2021-10-25 11:41:23.000,2021-10-25 11:41:23.000,2677
68,2021-10-25 16:41:53.000,2021-10-25 17:26:54.000,2021-10-25 17:26:54.000,2851
69,2021-10-26 13:27:29.000,2021-10-26 13:55:16.000,2021-10-26 13:55:16.000,2304
70,2021-10-26 15:01:49.000,2021-10-26 15:06:17.000,2021-10-26 15:06:17.000,2933
71,2021-10-27 18:15:45.000,2021-10-27 18:16:06.000,2021-10-27 18:16:06.000,2448
72,2021-10-28 07:07:49.000,2021-10-28 11:46:31.000,2021-10-28 11:46:31.000,2445
73,2021-10-30 19:14:23.000,2021-10-31 08:47:50.000,2021-10-31 08:47:49.000,2448
74,2021-10-31 23:37:41.000,2021-11-01 08:00:22.000,2021-11-01 08:00:22.000,2338
75,2021-11-01 17:03:54.000,2021-11-02 02:38:22.000,2021-11-02 02:38:22.000,2933
76,2021-11-01 23:45:25.000,2021-11-02 02:38:25.000,2021-11-02 02:38:25.000,2448
77,2021-11-02 13:24:05.000,2021-11-02 16:15:53.000,2021-11-02 16:15:53.000,2448
78,2021-11-02 15:11:45.000,2021-11-02 16:22:20.000,2021-11-02 16:22:20.000,2445
79,2021-11-02 23:11:36.000,2021-11-03 09:04:31.000,2021-11-03 09:04:31.000,2885
80,2021-11-02 23:14:07.000,2021-11-03 09:04:33.000,2021-11-03 09:04:33.000,3312
81,2021-11-03 00:01:11.000,2021-11-03 09:04:34.000,2021-11-03 09:04:34.000,2909
82,2021-11-04 17:31:26.000,2021-11-04 17:45:40.000,2021-11-04 17:45:40.000,2338
83,2021-11-04 23:08:31.000,2021-11-05 09:42:03.000,2021-11-05 09:42:03.000,2338
84,2021-11-05 19:29:31.000,2021-11-06 14:13:43.000,2021-11-06 14:13:43.000,2933
86,2021-11-06 20:02:55.000,2021-11-06 20:39:48.000,2021-11-06 20:39:48.000,2872
87,2021-11-09 16:15:38.000,2021-11-09 16:39:15.000,2021-11-09 16:39:15.000,2933
88,2021-11-11 20:03:13.000,2021-11-12 06:35:52.000,2021-11-12 06:35:52.000,2250
89,2021-11-12 18:14:31.000,2021-11-13 19:44:11.000,2021-11-13 19:44:11.000,2708
90,2021-11-14 00:10:37.000,2021-11-14 10:46:33.000,2021-11-14 10:46:33.000,2890
91,2021-11-14 11:56:21.000,2021-11-14 18:43:13.000,2021-11-14 18:43:13.000,2338
92,2021-11-15 15:08:38.000,2021-11-15 15:14:31.000,2021-11-15 15:14:31.000,2304
93,2021-11-15 22:05:37.000,2021-11-16 07:27:54.000,2021-11-16 07:27:54.000,2338
94,2021-11-15 22:11:47.000,2021-11-16 11:04:02.000,2021-11-16 11:04:02.000,2295
95,2021-11-15 22:11:55.000,2021-11-16 11:04:00.000,2021-11-16 11:04:00.000,2327
96,2021-11-15 22:12:46.000,2021-11-16 11:04:06.000,2021-11-16 11:04:06.000,2320
97,2021-11-15 22:18:56.000,2021-11-16 11:04:11.000,2021-11-16 11:04:11.000,3313
98,2021-11-16 14:08:51.000,2021-11-16 15:03:35.000,2021-11-16 15:03:35.000,3203
99,2021-11-16 14:37:21.000,2021-11-16 15:03:37.000,2021-11-16 15:03:37.000,2895
100,2021-11-16 14:37:36.000,2021-11-16 15:03:38.000,2021-11-16 15:03:38.000,2895
101,2021-11-16 14:39:18.000,2021-11-16 15:03:39.000,2021-11-16 15:03:39.000,3203
102,2021-11-16 14:39:30.000,2021-11-16 15:03:41.000,2021-11-16 15:03:41.000,3203
103,2021-11-18 08:55:38.000,2021-11-18 08:57:16.000,2021-11-18 08:57:16.000,2304
104,2021-11-19 22:58:00.000,2021-11-20 07:09:09.000,2021-11-20 07:09:09.000,2933
105,2021-11-20 21:19:34.000,2021-11-21 09:59:48.000,2021-11-21 09:59:48.000,2448
106,2021-11-21 18:38:07.000,2021-11-21 18:51:55.000,2021-11-21 18:51:55.000,2895
107,2021-11-22 16:16:25.000,2021-11-22 16:24:47.000,2021-11-22 16:24:47.000,2957
108,2021-11-23 00:14:09.000,2021-11-23 06:47:42.000,2021-11-23 06:47:42.000,2448
109,2021-11-24 11:16:49.000,2021-11-24 12:11:12.000,2021-11-24 12:11:12.000,2695
110,2021-11-24 13:37:23.000,2021-11-24 16:21:56.000,2021-11-24 16:21:56.000,2753
111,2021-11-27 16:17:49.000,2021-11-27 17:15:51.000,2021-11-27 17:15:51.000,2448
112,2021-11-28 19:57:07.000,2021-11-28 20:30:36.000,2021-11-28 20:30:36.000,2667
113,2021-11-28 20:51:43.000,2021-11-29 06:10:19.000,2021-11-29 06:10:19.000,2441
114,2021-11-29 10:13:12.000,2021-11-29 10:40:24.000,2021-11-29 10:40:24.000,2753
115,2021-11-30 23:36:38.000,2021-12-01 07:21:59.000,2021-12-01 07:21:59.000,2438
116,2021-12-01 22:46:19.000,2021-12-02 06:17:52.000,2021-12-02 06:17:52.000,2445
117,2021-12-02 15:06:00.000,2021-12-02 15:34:18.000,2021-12-02 15:34:18.000,3313
118,2021-12-05 16:30:43.000,2021-12-16 18:32:58.000,2021-12-16 18:32:58.000,3207
119,2021-12-07 16:51:11.000,2021-12-07 19:03:31.000,2021-12-07 19:03:31.000,2322
120,2021-12-08 00:54:47.000,2021-12-08 09:25:32.000,2021-12-08 09:25:32.000,2338
121,2021-12-11 14:30:28.000,2021-12-11 15:33:56.000,2021-12-11 15:33:56.000,2851
122,2021-12-15 12:29:57.000,2021-12-15 12:40:02.000,2021-12-15 12:40:02.000,2732
123,2021-12-16 11:10:08.000,2021-12-16 11:21:21.000,2021-12-16 11:21:20.000,2306
124,2021-12-16 17:10:51.000,2021-12-16 18:33:06.000,2021-12-16 18:33:06.000,2732
125,2021-12-18 10:10:29.000,2021-12-18 11:19:57.000,2021-12-18 11:19:57.000,3403
126,2021-12-20 08:38:00.000,2021-12-20 08:59:29.000,2021-12-20 08:59:29.000,3148
127,2021-12-21 09:42:09.000,2021-12-21 10:46:13.000,2021-12-21 10:46:13.000,2338
130,2021-12-21 18:59:29.000,2021-12-22 07:22:20.000,2021-12-22 07:22:20.000,2895
131,2021-12-22 14:53:36.000,2021-12-22 15:04:32.000,2021-12-22 15:04:32.000,2571
132,2021-12-22 14:56:02.000,2021-12-22 15:04:35.000,2021-12-22 15:04:35.000,3386
133,2021-12-26 23:11:12.000,2021-12-27 12:14:48.000,2021-12-27 12:14:48.000,2872
134,2021-12-26 23:13:02.000,2021-12-27 12:14:51.000,2021-12-27 12:14:51.000,2767
135,2021-12-27 14:42:24.000,2021-12-28 09:24:13.000,2021-12-28 09:24:13.000,2662
136,2021-12-27 18:46:45.000,2021-12-28 18:12:29.000,2021-12-28 18:12:29.000,2753
137,2021-12-29 14:44:12.000,2021-12-29 17:37:46.000,2021-12-29 17:37:46.000,3294
138,2021-12-30 09:57:11.000,2021-12-30 17:29:23.000,2021-12-30 17:29:23.000,2662
139,2021-12-30 10:03:13.000,2021-12-31 09:21:23.000,2021-12-31 09:21:23.000,2689
140,2021-12-30 13:07:59.000,2021-12-31 09:21:27.000,2021-12-31 09:21:27.000,2851
141,2021-12-30 18:28:02.000,2021-12-31 09:21:30.000,2021-12-31 09:21:30.000,3211
142,2022-01-03 14:55:41.000,2022-01-03 15:06:25.000,2022-01-03 15:06:25.000,2838
143,2022-01-04 11:27:07.000,2022-01-04 11:32:47.000,2022-01-04 11:32:47.000,2990
144,2022-01-04 13:29:03.000,2022-01-04 13:56:18.000,2022-01-04 13:56:18.000,2775
145,2022-01-04 13:30:35.000,2022-01-04 13:56:19.000,2022-01-04 13:56:19.000,2753
146,2022-01-04 13:33:42.000,2022-01-04 13:56:21.000,2022-01-04 13:56:21.000,2832
147,2022-01-04 19:11:51.000,2022-01-05 06:45:17.000,2022-01-05 06:45:17.000,3304
148,2022-01-06 08:31:51.000,2022-01-06 09:05:35.000,2022-01-06 09:05:35.000,2417
149,2022-01-06 12:33:17.000,2022-01-06 13:29:38.000,2022-01-06 13:29:38.000,212
150,2022-01-06 12:37:21.000,2022-01-06 13:29:39.000,2022-01-06 13:29:39.000,3637
151,2022-01-07 12:30:50.000,2022-01-07 12:31:55.000,2022-01-07 12:31:55.000,2663
152,2022-01-08 21:13:59.000,2022-01-09 12:29:59.000,2022-01-09 12:29:59.000,2783
153,2022-01-10 23:57:45.000,2022-01-11 08:06:50.000,2022-01-11 08:06:50.000,2338
154,2022-01-11 11:17:37.000,2022-01-11 11:48:09.000,2022-01-11 11:48:09.000,3294
155,2022-01-15 12:29:51.000,2022-01-15 13:59:27.000,2022-01-15 13:59:27.000,2660
156,2022-01-15 22:04:27.000,2022-01-16 16:56:00.000,2022-01-16 16:56:00.000,2868
157,2022-01-16 12:00:34.000,2022-01-16 16:56:02.000,2022-01-16 16:56:02.000,2443
158,2022-01-19 14:27:04.000,2022-01-21 11:46:52.000,2022-01-21 11:46:52.000,2667
159,2022-01-20 11:07:12.000,2022-01-21 11:46:54.000,2022-01-21 11:46:54.000,2895
160,2022-01-22 18:33:27.000,2022-01-22 19:05:18.000,2022-01-22 19:05:18.000,2851
161,2022-01-24 03:21:31.000,2022-01-24 09:31:29.000,2022-01-24 09:31:29.000,2847
162,2022-01-30 15:11:55.000,2022-01-30 15:34:33.000,2022-01-30 15:34:32.000,2957
165,2022-02-01 10:53:48.000,2022-02-01 13:57:13.000,2022-02-01 13:57:13.000,2667
166,2022-02-01 16:27:51.000,2022-02-01 16:33:31.000,2022-02-01 16:33:31.000,2902
167,2022-02-03 11:42:38.000,2022-02-03 14:32:21.000,2022-02-03 14:32:21.000,2445
168,2022-02-03 18:17:07.000,2022-02-03 19:07:39.000,2022-02-03 19:07:39.000,3480
169,2022-02-03 18:19:16.000,2022-02-03 19:07:40.000,2022-02-03 19:07:40.000,2626
170,2022-02-04 13:57:34.000,2022-02-04 16:28:32.000,2022-02-04 16:28:32.000,2448
171,2022-02-04 14:08:02.000,2022-02-04 16:28:35.000,2022-02-04 16:28:35.000,2338
172,2022-02-04 14:08:02.000,2022-02-04 16:28:37.000,2022-02-04 16:28:37.000,2338
173,2022-02-04 16:51:04.000,2022-02-04 18:39:36.000,2022-02-04 18:39:36.000,3011
174,2022-02-04 17:01:36.000,2022-02-04 18:39:41.000,2022-02-04 18:39:41.000,2895
175,2022-02-04 18:32:12.000,2022-02-04 18:39:43.000,2022-02-04 18:39:43.000,2338
176,2022-02-06 17:29:24.000,2022-02-07 09:12:20.000,2022-02-07 09:12:19.000,2662
177,2022-02-08 09:27:48.000,2022-02-08 09:44:25.000,2022-02-08 09:44:25.000,2448
178,2022-02-08 11:20:37.000,2022-02-08 13:00:53.000,2022-02-08 13:00:53.000,212
179,2022-02-08 17:07:55.000,2022-02-08 17:08:18.000,2022-02-08 17:08:18.000,2882
180,2022-02-08 17:45:00.000,2022-02-08 17:56:59.000,2022-02-08 17:56:59.000,2662
181,2022-02-10 09:34:16.000,2022-02-10 10:07:36.000,2022-02-10 10:07:36.000,2851
182,2022-02-10 10:26:24.000,2022-02-10 10:29:51.000,2022-02-10 10:29:51.000,2753
183,2022-02-10 15:32:50.000,2022-02-10 16:29:14.000,2022-02-10 16:29:13.000,2338
184,2022-02-13 12:58:31.000,2022-02-13 13:17:14.000,2022-02-13 13:17:14.000,2069
185,2022-02-15 11:03:07.000,2022-02-15 11:03:24.000,2022-02-15 11:03:24.000,212
186,2022-02-16 01:37:19.000,2022-02-16 06:47:59.000,2022-02-16 06:47:59.000,3020
187,2022-02-16 06:09:34.000,2022-02-16 06:48:03.000,2022-02-16 06:48:03.000,2933
188,2022-02-17 14:59:34.000,2022-02-17 15:30:57.000,2022-02-17 15:30:57.000,2851
189,2022-02-17 21:19:51.000,2022-02-18 13:57:50.000,2022-02-18 13:57:50.000,2338
190,2022-02-19 10:27:04.000,2022-02-19 16:02:04.000,2022-02-19 16:02:04.000,2708
191,2022-02-20 18:00:10.000,2022-02-20 18:14:44.000,2022-02-20 18:14:44.000,2868
192,2022-02-20 19:26:11.000,2022-02-20 19:29:14.000,2022-02-20 19:29:14.000,3020
194,2022-02-22 14:58:51.000,2022-02-22 14:59:35.000,2022-02-22 14:59:35.000,2933
195,2022-02-24 11:00:45.000,2022-02-24 11:19:43.000,2022-02-24 11:19:43.000,2903
196,2022-02-24 20:11:22.000,2022-02-24 20:22:53.000,2022-02-24 20:22:53.000,2753
197,2022-02-24 20:36:54.000,2022-02-25 08:11:55.000,2022-02-25 08:11:55.000,3294
198,2022-02-24 20:38:31.000,2022-02-25 08:12:00.000,2022-02-25 08:12:00.000,2858
199,2022-02-24 20:48:01.000,2022-02-25 08:12:09.000,2022-02-25 08:12:09.000,3324
200,2022-02-25 15:07:22.000,2022-02-25 15:56:57.000,2022-02-25 15:56:57.000,2851
201,2022-02-25 21:25:11.000,2022-02-26 11:41:47.000,2022-02-26 11:41:47.000,2872
202,2022-02-26 15:33:55.000,2022-02-26 17:02:48.000,2022-02-26 17:02:48.000,2775
203,2022-02-28 09:31:58.000,2022-02-28 09:54:35.000,2022-02-28 09:54:35.000,3335
204,2022-02-28 09:34:03.000,2022-02-28 09:54:44.000,2022-02-28 09:54:44.000,2942
205,2022-03-01 17:52:07.000,2022-03-02 09:29:50.000,2022-03-02 09:29:50.000,2677
206,2022-03-02 22:42:51.000,2022-03-03 07:29:06.000,2022-03-03 07:29:06.000,2445
207,2022-03-04 19:10:40.000,2022-03-04 19:15:02.000,2022-03-04 19:15:02.000,3203
208,2022-03-04 19:10:54.000,2022-03-04 19:15:07.000,2022-03-04 19:15:07.000,2851
209,2022-03-04 19:11:21.000,2022-03-04 19:15:11.000,2022-03-04 19:15:11.000,2910
210,2022-03-08 18:59:22.000,2022-03-08 19:51:22.000,2022-03-08 19:51:22.000,2842
211,2022-03-08 19:33:29.000,2022-03-08 19:51:42.000,2022-03-08 19:51:42.000,3503
212,2022-03-09 07:41:20.000,2022-03-09 09:57:40.000,2022-03-09 09:57:40.000,3322
213,2022-03-13 11:44:16.000,2022-03-13 17:35:40.000,2022-03-13 17:35:40.000,2338
214,2022-03-13 23:24:45.000,2022-03-14 07:15:09.000,2022-03-14 07:15:09.000,2448
215,2022-03-14 15:08:56.000,2022-03-14 15:54:02.000,2022-03-14 15:54:02.000,2851
216,2022-03-15 09:56:24.000,2022-03-15 11:39:25.000,2022-03-15 11:39:25.000,3288
217,2022-03-16 12:14:56.000,2022-03-16 12:33:13.000,2022-03-16 12:33:13.000,2838
218,2022-03-21 08:23:54.000,2022-03-21 08:43:34.000,2022-03-21 08:43:34.000,2162
219,2022-03-21 13:51:25.000,2022-03-21 14:07:28.000,2022-03-21 14:07:28.000,2332
220,2022-03-21 18:51:51.000,2022-03-22 07:46:28.000,2022-03-22 07:46:28.000,3020
221,2022-03-21 19:33:26.000,2022-03-22 07:46:33.000,2022-03-22 07:46:33.000,3404
222,2022-03-22 09:39:39.000,2022-03-22 09:48:18.000,2022-03-22 09:48:18.000,3070
223,2022-03-22 16:16:35.000,2022-03-22 17:04:39.000,2022-03-22 17:04:39.000,2448
224,2022-03-24 06:05:21.000,2022-03-24 06:43:21.000,2022-03-24 06:43:21.000,993
225,2022-03-24 12:38:07.000,2022-03-24 13:39:25.000,2022-03-24 13:39:25.000,2860
226,2022-03-24 14:52:17.000,2022-03-24 14:56:04.000,2022-03-24 14:56:04.000,2851
227,2022-03-25 02:55:14.000,2022-03-25 09:16:21.000,2022-03-25 09:16:21.000,3503
228,2022-03-25 17:23:49.000,2022-03-25 18:04:38.000,2022-03-25 18:04:38.000,2186
229,2022-03-26 02:47:31.000,2022-03-26 10:44:32.000,2022-03-26 10:44:32.000,2860
230,2022-03-26 11:51:49.000,2022-03-26 12:50:14.000,2022-03-26 12:50:14.000,2338
231,2022-03-27 01:34:42.000,2022-03-27 13:07:54.000,2022-03-27 13:07:54.000,993
232,2022-03-28 11:20:48.000,2022-03-28 13:05:30.000,2022-03-28 13:05:30.000,2923
233,2022-03-28 20:34:32.000,2022-03-29 08:24:24.000,2022-03-29 08:24:23.000,2447
234,2022-03-29 14:26:53.000,2022-03-29 15:53:30.000,2022-03-29 15:53:30.000,2338
235,2022-03-29 18:51:42.000,2022-03-30 08:56:13.000,2022-03-30 08:56:13.000,3020
236,2022-03-29 20:05:32.000,2022-03-30 08:56:21.000,2022-03-30 08:56:21.000,2708
237,2022-03-30 07:50:21.000,2022-03-30 08:56:28.000,2022-03-30 08:56:28.000,921
238,2022-03-31 10:22:40.000,2022-03-31 10:34:47.000,2022-03-31 10:34:47.000,2338
239,2022-03-31 21:56:33.000,2022-04-01 07:17:08.000,2022-04-01 07:17:08.000,2448
240,2022-04-01 11:14:37.000,2022-04-01 11:38:37.000,2022-04-01 11:38:37.000,2715
241,2022-04-03 21:04:17.000,2022-04-04 09:42:36.000,2022-04-04 09:42:36.000,4549
242,2022-04-04 00:26:47.000,2022-04-04 09:42:43.000,2022-04-04 09:42:43.000,3020
243,2022-04-04 14:32:23.000,2022-04-04 14:39:04.000,2022-04-04 14:39:04.000,2708
244,2022-04-06 12:55:01.000,2022-04-06 13:46:21.000,2022-04-06 13:46:21.000,3390
245,2022-04-07 10:43:49.000,2022-04-07 10:49:36.000,2022-04-07 10:49:36.000,2338
246,2022-04-07 22:38:16.000,2022-04-08 08:50:24.000,2022-04-08 08:50:24.000,2326
247,2022-04-07 22:40:37.000,2022-04-08 08:50:27.000,2022-04-08 08:50:27.000,2304
248,2022-04-07 22:42:04.000,2022-04-08 08:50:32.000,2022-04-08 08:50:32.000,2304
249,2022-04-08 09:15:13.000,2022-04-08 10:25:59.000,2022-04-08 10:25:59.000,2741
250,2022-04-08 20:44:19.000,2022-04-09 07:57:09.000,2022-04-09 07:57:09.000,2338
251,2022-04-11 15:25:04.000,2022-04-11 15:29:13.000,2022-04-11 15:29:13.000,2338
252,2022-04-11 20:11:44.000,2022-04-12 09:25:56.000,2022-04-12 09:25:56.000,2933
253,2022-04-12 18:13:20.000,2022-04-12 18:20:50.000,2022-04-12 18:20:50.000,2753
254,2022-04-12 21:03:17.000,2022-04-13 07:16:28.000,2022-04-13 07:16:28.000,2838
255,2022-04-13 09:03:07.000,2022-04-13 09:04:44.000,2022-04-13 09:04:44.000,3404
256,2022-04-13 09:15:12.000,2022-04-13 09:36:30.000,2022-04-13 09:36:30.000,3367
257,2022-04-13 09:15:38.000,2022-04-13 09:36:35.000,2022-04-13 09:36:35.000,3387
258,2022-04-13 09:16:24.000,2022-04-13 09:36:39.000,2022-04-13 09:36:39.000,3395
259,2022-04-13 09:16:51.000,2022-04-13 09:36:43.000,2022-04-13 09:36:43.000,2956
260,2022-04-13 11:17:26.000,2022-04-13 11:30:52.000,2022-04-13 11:30:51.000,2753
261,2022-04-14 15:52:26.000,2022-04-14 16:13:02.000,2022-04-14 16:13:01.000,2338
262,2022-04-15 18:11:42.000,2022-04-15 21:58:39.000,2022-04-15 21:58:39.000,2321
263,2022-04-18 09:31:15.000,2022-04-18 10:32:00.000,2022-04-18 10:32:00.000,2851
264,2022-04-19 12:08:51.000,2022-04-19 12:54:29.000,2022-04-19 12:54:29.000,2338
265,2022-04-19 14:19:16.000,2022-04-19 15:15:55.000,2022-04-19 15:15:55.000,2895
266,2022-04-22 12:22:46.000,2022-04-22 14:12:23.000,2022-04-22 14:12:23.000,3503
267,2022-04-23 03:57:36.000,2022-04-23 07:07:38.000,2022-04-23 07:07:38.000,2872
268,2022-04-24 12:09:07.000,2022-04-24 16:33:10.000,2022-04-24 16:33:09.000,2295
269,2022-04-24 21:49:28.000,2022-04-25 09:05:27.000,2022-04-25 09:05:27.000,2957
270,2022-04-25 14:41:43.000,2022-04-25 15:00:29.000,2022-04-25 15:00:29.000,2321
271,2022-04-26 17:13:47.000,2022-04-26 20:22:40.000,2022-04-26 20:22:40.000,3020
272,2022-04-26 17:25:12.000,2022-04-26 20:22:45.000,2022-04-26 20:22:45.000,2068
273,2022-04-27 09:54:41.000,2022-04-27 10:18:48.000,2022-04-27 10:18:48.000,2933
274,2022-04-27 17:45:52.000,2022-04-27 18:49:52.000,2022-04-27 18:49:52.000,2338
275,2022-04-28 19:18:23.000,2022-04-28 19:24:19.000,2022-04-28 19:24:19.000,2753
276,2022-04-30 00:46:23.000,2022-04-30 08:35:16.000,2022-04-30 08:35:16.000,2338
277,2022-05-01 11:01:08.000,2022-05-01 19:10:57.000,2022-05-01 19:10:57.000,4472
278,2022-05-02 15:27:08.000,2022-05-02 15:29:43.000,2022-05-02 15:29:43.000,2885
279,2022-05-02 20:38:15.000,2022-05-03 07:31:55.000,2022-05-03 07:31:55.000,2667
280,2022-05-03 09:54:20.000,2022-05-03 11:15:14.000,2022-05-03 11:15:14.000,2338
281,2022-05-04 11:42:23.000,2022-05-04 11:48:24.000,2022-05-04 11:48:24.000,5266
282,2022-05-10 10:16:18.000,2022-05-10 10:27:57.000,2022-05-10 10:27:57.000,2887
283,2022-05-10 10:16:18.000,2022-05-10 10:28:52.000,2022-05-10 10:28:51.000,2887
284,2022-05-10 16:27:44.000,2022-05-10 16:48:35.000,2022-05-10 16:48:35.000,2957
285,2022-05-10 18:31:39.000,2022-05-11 07:24:22.000,2022-05-11 07:24:22.000,2338
286,2022-05-10 21:10:15.000,2022-05-11 07:24:26.000,2022-05-11 07:24:26.000,4549
287,2022-05-12 10:24:25.000,2022-05-12 10:24:55.000,2022-05-12 10:24:55.000,2895
288,2022-05-12 15:20:38.000,2022-05-12 16:01:09.000,2022-05-12 16:01:09.000,2159
289,2022-05-12 19:36:34.000,2022-05-12 20:08:17.000,2022-05-12 20:08:17.000,2933
290,2022-05-17 14:04:53.000,2022-05-17 14:57:03.000,2022-05-17 14:57:03.000,2659
291,2022-05-17 21:27:00.000,2022-05-18 09:04:35.000,2022-05-18 09:04:35.000,2338
292,2022-05-18 22:15:11.000,2022-05-19 07:27:29.000,2022-05-19 07:27:29.000,2753
293,2022-05-19 23:13:27.000,2022-05-20 07:13:13.000,2022-05-20 07:13:13.000,2957
294,2022-05-20 17:02:11.000,2022-05-20 18:06:53.000,2022-05-20 18:06:53.000,3610
295,2022-05-21 10:41:21.000,2022-05-21 11:20:35.000,2022-05-21 11:20:35.000,3411
296,2022-05-21 16:46:38.000,2022-05-21 16:52:28.000,2022-05-21 16:52:28.000,2736
297,2022-05-22 13:18:06.000,2022-05-22 16:31:21.000,2022-05-22 16:31:21.000,2885
298,2022-05-23 10:22:59.000,2022-05-23 10:28:14.000,2022-05-23 10:28:14.000,3610
299,2022-05-24 08:36:21.000,2022-05-24 09:19:30.000,2022-05-24 09:19:30.000,2678
300,2022-05-24 16:12:40.000,2022-05-24 16:25:57.000,2022-05-24 16:25:57.000,2660
